y,x1,x2,x3
-8.26842330665413,-2.05317170173896,-1.68193762376361,-0.279620363152018
-12.7727716131991,-1.99974222993627,-1.99832583269152,0.00523385558352234
-12.7257190647112,-1.9456022592413,-2.39312627985586,-0.246471115409499
-9.29014703937363,-1.89077102532783,-1.99275799745197,-0.468204655538363
-4.30659842643511,-1.83526800947219,-1.95516861413119,-0.785937887229028
-4.47308231444607,-1.77911293163163,-2.33828716255338,-0.980135297472973
-4.24603768193132,-1.72232574343792,-2.01689620538112,-0.722597658165023
-10.1693479878679,-1.66492662110862,-1.9739470007923,-0.18047267578388
-12.8457702204663,-1.60693595827858,-1.81231688357609,0.216789302387545
-10.8361189385644,-1.54837435875419,-1.91455953539086,-0.0402005517087205
-10.1553378261792,-1.48926262919289,-2.13386077116824,-0.240125195773768
-8.75799550948524,-1.42962177171075,-1.9472390983603,-0.304974560369779
-5.38374746681602,-1.36947297642043,-1.84900427346467,-0.457935246641339
-8.13696697829362,-1.30883761390249,-1.49534956504551,-0.118393164818629
-7.63074233323092,-1.24773722761252,-1.78504482995669,-0.315465179382125
-7.20073367312587,-1.18619352622682,-1.29028969530905,-0.196981320405192
-5.87893339394637,-1.12422837592946,-1.0538462913168,-0.254165039456769
-6.01397141771884,-1.06186379264328,-0.810519243515892,-0.0559758903572897
-5.12710734597221,-0.999121934207757,-1.2969556631927,-0.158076583204854
-5.92343196114883,-0.936025092506451,-1.01286682094291,0.0171954806061465
-3.67887422659033,-0.872595685546771,-0.584398021696891,-0.237468826373281
-1.62927800470732,-0.808856249494981,-0.933198464004359,-0.470516862497126
-0.0902626012006233,-0.744829430669212,-0.346423777512182,-0.603165986485607
1.34221870942066,-0.68053797749332,-0.257506822443362,-0.637742287713153
-1.3649237125597,-0.616004732414484,-0.658584163853739,-0.321976393681814
-0.396011925954105,-0.551252623787403,-0.388227358691911,-0.24586631451961
0.111213887236773,-0.486304657727945,-0.168122425701765,-0.190493271607599
1.03433814056142,-0.42118390993919,0.10465919899838,-0.0823145861332457
1.63231927097062,-0.355913517512753,-0.515951458904937,-0.462675242736091
-0.422779264118088,-0.290516670708269,-0.677738877071501,-0.499871081760169
-0.345421309354264,-0.225016604714008,-0.524844218372417,-0.318223349487459
1.28930897078871,-0.159436591391538,-0.317404807582371,-0.450562745526681
2.89287532034543,-0.0937999310073237,-0.719095990891171,-0.659459539153221
2.26253779601584,-0.0281299439542584,-0.613759353931716,-0.479718717036583
2.01315381921259,0.0375500375339467,-0.698812986260148,-0.628514907040685
2.78808714865524,0.103216677672615,-0.652869167936,-0.660519653808487
1.57752197235414,0.168846645417188,-0.786136771988829,-0.760831233823629
-2.2565159037237,0.234416622752624,-1.16286466844134,-0.477529045044647
-1.28178405647152,0.299903312978198,-0.937878370621928,-0.174329937533046
-2.13834596523698,0.3652834489847,-1.43536903114063,-0.253483428764092
-0.870765710537089,0.430533801521114,-1.35579518009541,-0.613747505599649
-0.55928877478461,0.495631187447885,-1.52753304305894,-0.478775075167545
-1.76064931624136,0.560552477973766,-1.42082154221505,-0.577592854532758
-2.78844761405828,0.625274606873356,-1.27143672911829,-0.138195055287478
-2.38756785163085,0.689774578682443,-1.28763856550292,0.0858303090153883
-0.0417859176373141,0.75402947686817,-1.04722026840687,-0.168765926655103
-0.0586550142516543,0.818016471971164,-1.06818276447803,-0.330188213400137
2.91878424679277,0.881712829716747,-0.777373969966451,-0.567301173422627
-1.3138225165254,0.945095919092316,-0.882284046586712,-0.285896444949946
1.42557776735908,1.00814322038801,-1.45142182936338,-0.629656706361419
-2.39045614941147,1.0708323331979,-1.55182829194725,-0.388483228740684
-0.815133632593487,1.1331409843787,-2.07574621864762,-0.812286821158495
5.21433065355334,1.19504703596333,-1.37228505434619,-1.05854461160692
3.07286761978637,1.25652849302644,-1.51783533393777,-0.949376703839019
7.37808707372484,1.31756351149909,-1.4536169535161,-1.29225944998401
-0.216186227319368,1.37813040592983,-2.04444746867114,-0.945589187422651
0.830428324454101,1.43820765718948,-1.95114832168122,-0.64267552804583
3.14458621619173,1.49777392011673,-1.28224940283716,-0.886815263835448
7.20682009169485,1.55680803110198,-1.14817757310789,-0.94924460482213
3.05578298020238,1.61528901560672,-1.70253878317279,-0.906987040983747
1.55950352345208,1.67319609561559,-1.88395904148049,-0.842128235929077
6.45341348304871,1.73050869701881,-1.66924021282457,-1.29437335106109
8.43971119408659,1.78720645692201,-1.41247605861841,-1.7615459282548
9.37504542768083,1.84326923088105,-1.53608485515584,-1.75695654667728
12.6699973795499,1.89867710005931,-1.10929653608271,-1.77263639586341
16.4518269831302,1.95341037830469,-1.27167007332453,-2.50213986560573
16.2963642269737,2.00744961914405,-1.54627719266533,-2.612455686209
15.4946642063184,2.06077562269244,-1.80752906319896,-2.65944999591459
16.1830745694496,2.11336944247471,-1.58581699712551,-2.78868401446893
15.9511050041211,2.16521239215713,-1.8361228845525,-2.68981163286947
14.4753037121862,2.21628605218653,-1.88697189384503,-2.5959800737121
13.560111588608,2.2665722763347,-2.03340883480849,-2.32464544748985
13.6281019154755,2.31605319814563,-1.78486804435399,-2.32279979635151
12.2913276575475,2.36471123728343,-2.05565928047357,-2.16832208357299
11.4358574713511,2.41252910577847,-2.03178202694975,-2.31017202580177
14.9634932063576,2.45948981416977,-2.15896907540166,-2.80137945653031
17.9518980976905,2.50557667754124,-1.38247891925533,-2.58950118377416
20.8634703036527,2.55077332144978,-0.981108315685212,-2.89231210070735
22.5484854575522,2.59506368774303,-0.553657525617454,-2.87537041584716
18.4864713500489,2.63843204026471,-0.589589414098766,-2.22268602703877
16.6523773566993,2.6808629704457,-0.724239808012925,-1.72972581745159
13.0435692249454,2.72234140277853,-0.537424646570232,-1.39686277815534
12.8536733781979,2.76285260017371,-0.957167360372129,-1.68291552278118
10.8630044319239,2.80238216919569,-1.05802796283588,-1.51243007464055
9.65260563060432,2.84091606517684,-1.47547963274049,-1.42716242380461
8.87655661792772,2.87844059720738,-1.46756009618588,-1.20600204037025
7.9206430387304,2.91494243299976,-1.13959773223512,-0.955674718516439
12.3524749746175,2.95040860362555,-1.08098246850582,-1.43151821035439
12.2121681474961,2.98482650812319,-1.07681850459013,-1.43015468941347
11.4243448949821,3.01818391797509,-1.42611292063305,-1.47831580412544
7.36097912131567,3.05046898145238,-1.79412938800665,-0.953724311373889
8.75799018251952,3.08167022782572,-1.84174712925354,-1.31580775072181
10.1098465915741,3.11177657144085,-1.70295341955737,-1.60928643746742
12.4952573292438,3.14077731565725,-1.42921441719644,-1.74167527978213
9.30430144364779,3.16866215664857,-1.31406878691267,-1.52438737093222
13.3124248552918,3.19542118706359,-0.863350791955693,-1.43655885044307
13.628882404776,3.22104489954623,-0.768169172553864,-1.35208414838422
12.4092720354827,3.24552419011344,-0.864317160097905,-1.16470735293396
13.8559470866257,3.26885036138985,-0.411323992817089,-1.28101096801329
11.8506887026608,3.29101512569787,-0.322782312916393,-1.02590713654651
16.3909639195435,3.31201060800229,0.291016312472349,-1.30311921212547
20.1136247394727,3.33182934870822,0.801257480828492,-1.19304766052899
16.2608358752863,3.35046430631145,0.16655954354654,-1.23341258169549
15.6303327615851,3.36790885990028,0.017995754454124,-1.14125004239697
12.9093077868364,3.38415681150788,-0.648943851576635,-1.10501100628309
11.2426360532738,3.39920238831442,-0.965467487225721,-1.22501498206037
17.0093205897947,3.41304024469809,-0.750376891160224,-1.99285367893417
20.7401279574777,3.42566546413441,-0.828055212873013,-2.13641649307164
19.9524902180732,3.43707356094304,-0.587781402089823,-2.27083870102134
18.039261805133,3.4472604818815,-0.84183025512325,-2.2683332177957
21.1856485603238,3.45622260758528,-0.694241247417764,-2.55911874008666
23.7166282771988,3.46395675385379,-0.766874462995445,-2.76512306554678
25.0878544437577,3.47046017278171,-0.854075543241428,-2.97786973404375
24.5902347499371,3.47573055373523,-0.547959565474896,-2.96605935266645
24.5036230366363,3.47976602417312,-0.83280528978797,-2.88965536394526
23.8154706247892,3.48256515031194,-0.979811047070381,-2.92601681370157
24.1568162146719,3.48412693763549,-0.487177093383237,-2.64105522192132
25.2899475082714,3.48445083124819,0.113291120883123,-2.37694247621246
28.5399882625944,3.48353671607216,0.420050738661692,-2.82920407281856
26.4754786792248,3.48138491688819,0.29061569562881,-2.42748248323699
22.2238459262368,3.47799619822027,-0.466970341323586,-2.42360296897893
18.5789284232274,3.47337176406401,-0.813345692403002,-2.25312083864945
18.2535345136841,3.46751325745885,-0.991511568469213,-2.15729918117978
17.3631380347236,3.46042275990429,-1.00901965664161,-2.47415811867706
17.7893537073636,3.45210279062035,-1.09268072489507,-2.36712047259941
16.3948913763137,3.44255630565249,-1.4026798153144,-2.13256638964311
21.8700582360279,3.43178669682137,-0.672406094958808,-2.51559155710224
19.66161268608,3.41979779051773,-1.13491173197686,-2.29382831568628
18.0255394104912,3.40659384634289,-0.713848477801932,-2.19718560878895
20.8570330114396,3.39217955559535,-0.270106382389746,-2.08701723113737
21.2234169975851,3.37656003960396,-0.0159312123050275,-1.91467615733797
16.2967777094453,3.35974084790839,-0.542602101605956,-1.85475296161655
14.2923509731951,3.34172795628736,-0.624464201238807,-1.26020859204141
9.53972684010889,3.3225277646355,-0.751314126626274,-0.947118765939792
14.6307750688438,3.30214709468947,-0.611895990312535,-1.49359744213393
13.9495771236638,3.28059318760425,-0.264232236760568,-1.22414178296471
13.4015941715311,3.25787370138042,-0.6009001785813,-1.22253803816654
16.6116919890959,3.23399670814323,-0.151919737923712,-1.57171769349871
22.3098386822271,3.2089706912747,0.262304606664171,-2.10669881589394
16.7694560244227,3.18280454239945,-0.19353067426692,-1.83161498982951
20.1558147397056,3.15550755822558,-0.0639961104469872,-2.08273856931749
18.5724027924053,3.1270894372416,-0.433840101393225,-1.91421679413087
17.8400110428702,3.09756027627057,-0.133024601643145,-1.73652248113207
18.9173256067525,3.06693056688279,0.0234064024805855,-1.65979355836991
15.8746135272482,3.03521119166814,-0.0940090263189126,-1.39095161963593
13.8039787211632,3.0024134203696,-0.174762962615026,-1.18377829142632
15.0947092680529,2.96854890587916,-0.392392366165778,-1.60902127580173
12.0073654650888,2.93362968009755,-0.828047028219346,-1.38374341904051
8.38502229276888,2.89766814965943,-1.1437866532102,-1.05549121859956
11.98219177048,2.86067709152533,-1.2771821953532,-1.38608389772564
9.86070836421487,2.82266964844206,-0.61679194168145,-1.27745350807973
13.3436470458943,2.78365932427316,-1.03032508087481,-1.58276086139454
13.9082130859788,2.74365997920108,-0.760884400845733,-1.79739358739786
14.009193484969,2.70268582480265,-1.11178912568079,-1.73808469887993
12.3040323804787,2.66075141899982,-1.15363470236647,-1.52750574895577
10.2785724409528,2.6178716608873,-1.15469536907019,-1.48963278035999
13.4697192260676,2.57406178543898,-1.50309106585318,-1.59434158058556
8.98351112639689,2.52933735809499,-1.94852751808464,-1.73973492570108
9.31695688032511,2.4837142692314,-1.82995763434512,-1.62380874019376
10.9633912950486,2.43720872851446,-1.42899257970757,-1.57725770248487
8.76001289916548,2.38983725914133,-1.53496054934249,-1.54055795522957
14.7211456704193,2.34161669196952,-1.18134108186715,-1.85022542020702
12.3312155490129,2.29256415953694,-1.16341890591456,-1.61230788069658
9.72671471117544,2.24269708997479,-1.04924119797647,-1.02705519863385
3.95962947071819,2.19203320081544,-1.20424255182248,-0.668498044237829
0.937786086744052,2.14059049269746,-1.92268911103883,-0.727090145001547
4.82305015614687,2.08838724297011,-1.97131247533006,-1.14381211626559
6.09901649435121,2.03544199919943,-2.17815462443612,-1.33733827445212
5.99324608384861,1.98177357257842,-2.14108396823416,-1.36451016777857
3.5858930151076,1.92740103124354,-2.05981081659151,-1.09530664665831
3.88544104841713,1.8723436934998,-2.16990213692242,-1.25969775071252
1.8369478233522,1.81662112095714,-2.33624062918338,-1.13964990553429
2.41745841570915,1.76025311158026,-2.20308138197573,-1.1036933125539
2.44813938523638,1.70325969265449,-2.39622505557185,-1.12947144570263
0.765297744993364,1.64566111367019,-2.36242783724578,-0.978002763480023
4.00116553996571,1.58747783912822,-2.1900306221763,-1.29944102311383
2.26659085212933,1.52873054126897,-2.28609995430217,-1.31078824721606
2.88975544863157,1.46944009272764,-2.09589873469264,-1.41964183893034
5.96280414557458,1.40962755911826,-2.16980882128725,-1.74421154654068
5.28393952703817,1.34931419154925,-2.24575974203508,-1.45980583765528
4.70010779476243,1.28852141907289,-1.94008267656126,-1.25798788948187
3.62155295910454,1.22727084107178,-1.80405015436289,-1.17945608214529
0.566030347169474,1.16558421958465,-1.99003766669775,-0.827935603017991
-3.23041239158763,1.10348347157436,-1.8641084009012,-0.178063209299115
-6.90517785307819,1.04099066114097,-1.86360146618702,0.19889570724642
-9.80310539647979,0.978127991682495,-1.98392111676341,0.462867274657087
-11.158457699065,0.914917798006039,-2.22876620985304,0.571228824062248
-7.1580063434139,0.85138253839244,-2.35034756769772,0.10913167426413
-6.97029257749428,0.787544786616916,-2.22565137204535,0.0474279088192137
-5.66077899403033,0.723427223928694,-2.58141871927293,-0.351930665341922
-5.41470180798578,0.659052630992481,-2.48635508854974,-0.537640417702271
-4.64460908880663,0.594443879794647,-2.38437119036631,-0.348117358621793
-10.0542643025731,0.529623925516836,-2.27412464032654,0.173217136172292
-4.29416252241342,0.464615798380143,-2.09358769062956,-0.58440520876322
-0.852672615055347,0.399442595462621,-2.00900975221224,-0.941524053399861
-5.53570717293449,0.334127472492925,-2.67521626001153,-0.860469920900639
-8.79686550888344,0.268693635623233,-2.51183857295861,-0.136854928353917
-3.42194042504176,0.20316433318422,-2.25142250038795,-0.778996692075288
-2.90508551779308,0.137562847425024,-1.68129364668791,-0.78605311286833
-3.11693360723595,0.0719124862411477,-2.13482041956783,-0.818495133991646
-3.07781609583106,0.00623657489334187,-1.70287378631946,-0.365999741402376
-6.56256566156104,-0.0594415522798274,-1.88296334442367,-0.277488389355871
-2.94880331571228,-0.125098560152516,-1.88412592941738,-0.465891388222059
-4.09047360920466,-0.190711121102454,-2.26339505680666,-0.898885715715643
-2.94731732852791,-0.256255923299151,-2.48901688868101,-1.12155399950198
-5.4339826636979,-0.321709678986505,-2.40379109173873,-0.727287299630725
-7.36137149231456,-0.387049132756762,-2.63134149668224,-0.513324333209303
-10.1406015535917,-0.452251069813131,-3.15489152895692,-0.611291499322398
-5.24020611170557,-0.517292324217847,-2.89472727438827,-1.09615736228028
-8.70807073322544,-0.582149787122918,-3.05378193801948,-0.693848069129752
-5.84100361215248,-0.646800414980593,-2.83689822305226,-0.84042066738552
-11.4238829993704,-0.711221237730653,-3.2160595429842,-0.662212611316252
-10.2303463461273,-0.7753893669615,-3.1957671584045,-0.471047245467404
-12.4387491883489,-0.839282004042374,-2.95077404357823,-0.179976288667688
-12.9049673399302,-0.902876448223557,-3.33980983821196,-0.19359445618099
-18.2488185516556,-0.966150104701839,-3.26124345783839,0.424532845431165
-19.20835598066,-1.02908049264835,-3.38703457138377,0.447023820887337
-24.0747789354223,-1.09164525319592,-3.77481440841036,0.711204745532316
-18.9863710746969,-1.15382215738303,-3.52214047571655,0.713733314128916
-15.7143998828791,-1.21558911405167,-2.6963434017823,0.251373993276557
-12.5431007039555,-1.27692417769627,-2.91842479891079,0.0235554713242741
-12.3450539944873,-1.33780555626076,-2.58937722693641,-0.0900549157623239
-14.0288564558998,-1.39821161888122,-2.64702815303221,0.0732268396493253
-11.1457483211056,-1.45812090357125,-2.6149505912684,-0.20621518439784
-11.915270598414,-1.51751212484725,-2.51365671996802,-0.193557744821439
-15.1551115156084,-1.5763641812911,-2.56986703052498,0.198547774677099
-16.2894576052437,-1.63465616304739,-2.95671533934148,0.0653619611453684
-13.1206098038006,-1.69236735925256,-2.7886651787013,-0.00159580776732985
-14.4379667425948,-1.74947726539339,-2.66374527964539,-0.00977183032326977
-19.6078125978294,-1.80596559059217,-2.63796163198541,0.438262801991406
-19.3781430653595,-1.86181226481593,-2.51441077917224,0.877528928281718
-20.7505622824579,-1.91699744600723,-2.72413379591738,0.850075122266784
-18.5666820887764,-1.97150152713399,-2.60438036936002,0.460829927388802
-16.499942094369,-2.02530514315569,-2.09614299042484,0.647849246717312
-17.8865482824943,-2.07838917790375,-1.6068814921101,1.01502881488846
-17.8364321036306,-2.1307347708734,-1.73279905395949,0.705374201089837
-13.6986546843096,-2.18232332392471,-1.66363353755182,0.342361117520157
-14.3734597155284,-2.23313650789041,-1.73768983021047,0.375262294584576
-14.1758297101835,-2.28315626908821,-1.6571247534813,0.381147079183971
-14.4108667681267,-2.33236483573511,-1.42703493061122,0.444697831227008
-10.9474745611601,-2.38074472426171,-1.40761419650242,0.181942938353844
-12.9390332386752,-2.42827874552398,-1.49515754975451,0.336150471265568
-11.685091494033,-2.47495001091049,-1.01365933019279,0.303798073685963
-11.4167662266695,-2.5207419383429,-1.47032019260047,0.187477384990577
-17.1555105413549,-2.56563825816742,-1.7694520018658,0.635480528820549
-22.5946155536346,-2.60962301893541,-1.70951404792232,1.41436954690281
-20.9829431558855,-2.6526805930708,-1.41410711688709,1.47621579670585
-24.1009499441831,-2.69479568242252,-1.52899912283947,1.48199894964999
-21.8851033756305,-2.73595332369986,-1.53556825289644,1.3474641613986
-22.0611468362625,-2.77613889378886,-1.80760350859495,1.13960848829935
-18.3425142415861,-2.8153381149478,-2.03385237049488,0.62897188785676
-16.9785989039672,-2.85353705988008,-1.9151718450861,0.582189183865946
-17.9944883460419,-2.89072215668242,-1.72178261930019,0.697206543165357
-18.0922398207411,-2.92688019366702,-1.79433346955249,0.495335694615933
-16.4038304058346,-2.96199832405549,-1.79249964903029,0.491369405846832
-15.0627583435497,-2.99606407054332,-1.58888191548232,0.409592598220003
-14.0793706020644,-3.02906532973301,-1.33092923365574,0.264661872320548
-15.8790157079971,-3.0609903764343,-1.30515001900918,0.446578238522402
-7.35920491051921,-3.0918278678301,-1.18263355068795,-0.344215953735883
-12.9285049946733,-3.12156684750657,-1.59929633254007,-0.0504647553898587
-16.9382357586728,-3.15019674934583,-1.99098629055323,0.390510575868952
-16.5031892883514,-3.17770740128007,-2.006246127141,0.262007277150345
-17.1421823196062,-3.20408902890567,-1.75007449055585,0.550286635874171
-13.2361922403478,-3.22933225895596,-1.14692282897544,0.368236554556041
-13.9238968968472,-3.25342812263147,-1.3506675543274,0.218280954737726
-12.4530913764491,-3.2763680587866,-1.21575312034594,-0.00856203510401267
-9.59965965397635,-3.29814391697126,-1.20704468995625,-0.205338906217796
-3.07256886374688,-3.31874796032672,-0.908589372683097,-0.761126703757984
-5.51689844464365,-3.33817286833448,-0.861923858516685,-0.7065539119149
-7.57795678606166,-3.35641173941723,-0.258709279687091,-0.092952936135646
-5.01838878029543,-3.37345809339092,0.042044130937915,-0.133756632723244
-5.72837731113402,-3.38930587376714,-0.0540479069661506,-0.121137612354358
-10.4838657636913,-3.40394944990499,-0.120697058555888,0.17472467551977
-11.2250841081847,-3.4173836190116,-0.2939908100356,0.487361796794573
-10.7771429268098,-3.42960360799065,-0.303572964677972,0.307535069607951
-7.70874767563711,-3.44060507513824,0.0524265094441471,0.110964518565276
-12.3950780609877,-3.45038411168549,-0.227685277537648,0.557582816074766
-10.7862865604768,-3.45893724318726,0.0730989762833459,0.632881762735667
-10.5287497534531,-3.46626143075666,0.304518693820805,0.466484175869119
-13.2386233098232,-3.47235407214473,0.0687330241248529,0.982199678408002
-14.5363873700199,-3.477213002665,0.322560845659016,1.28152505316058
-14.3039183678587,-3.48083649596257,0.579555637375456,1.46410954045526
-13.8025454786284,-3.48322326462754,1.14572514007176,1.59009048357047
-11.4128326323054,-3.48437246065237,0.982716740826447,1.37029691164988
-15.1566532573664,-3.48428367573318,0.534023108864707,1.4057537406216
-17.8991011403233,-3.48295694141483,0.211900979060769,1.48760967437411
-15.5269356653935,-3.48039272907971,0.37431199167959,1.54025741566662
-14.8406291475698,-3.47659194978024,0.697585029995394,1.46629320586504
-16.2702993372251,-3.47155595391522,1.22811185973262,1.66558574207901
-15.1550285609589,-3.46528653075,0.85181205392189,1.85388804172001
-15.0042746050754,-3.45778590778077,1.1822809813473,1.76194778946988
-16.798826580494,-3.44905674994317,1.44754069620187,2.05595232941613
-12.5719593672857,-3.4391021586654,1.29459727993231,1.72630805703643
-13.9133446295669,-3.42792567076635,1.26796927863728,1.56791012995544
-9.94745525673069,-3.41553125719894,1.9896532393615,1.49747304111213
-9.80492325516441,-3.40192332163931,1.76858332639563,1.65660717693206
-10.2073504900966,-3.38710669892216,1.940094465588,1.5623545912615
-11.5988186158273,-3.37108665332299,1.80387047227367,1.74508459400471
-13.6006111844497,-3.35386887668773,1.62610409348054,1.85897279293481
-12.2260338421611,-3.33545948641041,2.16858118084531,1.78877703949303
-11.134451852063,-3.31586502325976,2.18579938409026,1.74933335127209
-9.2935459853487,-3.29509244905523,2.29698583552582,1.94636980376632
-11.4721494442083,-3.27314914419352,2.01317647523818,1.8271404085253
-11.7938359131891,-3.25004290502637,2.11758840906542,2.00516154401216
-11.9736291899108,-3.22578194109052,1.69169529571372,1.87166693710393
-20.1715134215944,-3.20037487219094,1.28961871608572,2.51248136138817
-17.4579757470619,-3.17383072533824,1.34447060791091,2.33584063467585
-17.7195170835287,-3.1461589315414,1.17158839862197,2.28831113539601
-15.0799222414409,-3.11736932245698,1.44842094644581,2.13259827384717
-17.7547114244657,-3.08747212689602,1.21387415853875,2.43063596450351
-15.1161287060956,-3.05647796718973,1.5186516416323,2.08870485884903
-16.5720824011505,-3.02439785541548,1.46046693327404,2.27150269375929
-14.6993322189423,-2.99124318948423,1.26331442306125,1.76066416738393
-15.1406936271998,-2.95702574909092,1.14959730772963,1.85682476253763
-9.25800651222881,-2.92175769152918,1.6572551867533,1.65714218844789
-13.0809194427096,-2.88545154737193,1.87032578051066,2.1826470195934
-10.6251705907988,-2.84812021601932,2.19992916995926,2.04921199268266
-11.4887177731176,-2.80977696111562,2.6285601645641,2.11953615272782
-7.91186337949073,-2.77043540583672,3.24733878087896,2.07593271534839
-5.64833137825137,-2.73010952804988,3.59180082505187,1.88551245594576
-1.03522003940081,-2.68881365534746,3.69686166563057,1.61515588200165
-1.21953991679633,-2.6465624599564,3.58815488117492,1.40456099433005
-1.53754177785713,-2.60337095352524,3.95312061842231,1.72944513952474
-2.57211431742981,-2.55925448179055,3.50955627626214,1.63894378737399
-3.61114916516879,-2.51422871912467,3.7628990650092,1.77592362740577
-0.603614967845509,-2.46830966296669,4.14654748871699,1.82063205847011
-1.80846205548689,-2.42151362813859,4.14102773842702,1.92958397031447
-1.0440331441668,-2.37385724104875,4.01984619002272,1.81402085576985
-1.44819366892511,-2.32535743378456,3.6796294146543,1.80564434992394
-4.01899491179111,-2.27603143809661,3.54625838085977,1.89942945721521
-4.08901256590427,-2.2258967792763,3.08454605035346,1.91212655160394
-7.76526738293928,-2.17497126992918,3.10535370813785,1.91253194025253
-3.49968349399704,-2.12327300364624,2.85849172543654,1.58420598542157
-6.42945666751295,-2.07082034857531,3.12979699142223,1.85383240093569
-8.44255011680719,-2.017631940895,2.83318509813351,2.08856825685692
-5.74584842507897,-1.96372667819327,2.76650454847437,1.53719470258986
-4.1518824506663,-1.9091237127533,3.03787601805011,1.82888689339771
